FIELD_NAME,DESCRIPTION,DATA_TYPE,INPUT_FIELD,CALCULATED_FIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCX_MED_MB,Medicare Benefit for excess asset allocation,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC1_ANNUITY_PVMB,Present value of PC1 benefit,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC1_LOAD_PVMB,PC1 expense load,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCX_ANNUITY_PVMB,Present value of excess asset allocated benefit,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCX_QPSA_PVMB,Present value of excess asset allocated QPSA benefit,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCX_LOAD_PVMB,Excess asset allocated expense load,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCX_LSDB_PVMB,Present value of excess asset allocated lump sum death benefit,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSTOMER_DELETE_FLAG,Deleted record indicator (Y = deleted record).  Note records can only be added or deleted via BCV_Leo.  The system populates this fields when a record is deleted in BCV_Leo.,TEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATABASE_ID,"Unique system generated BCV database ID (in general each case has one database ID but to support the migration effort, the system does allow for more than one database ID for a case)",NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_ARD_SUPP1,Start Date of 1st ARD Supplement,DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_ARD_SUPP1,End Date (last day benefit payable)of 1st ARD Supplement (Life=12/01/2099),DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_ARD_SUPP2,Start Date of 2nd ARD Supplement,DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_ARD_SUPP2,End Date (last day benefit payable)of 2nd ARD Supplement (Life=12/01/2099),DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_ARD_SUPP3,Start Date of 3rd ARD Supplement,DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_ARD_SUPP3,End Date (last day benefit payable)of 3rd ARD Supplement (Life=12/01/2099),DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_ARD_MED,Start Date of ARD Medicare Benefit,DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_ARD_MED,End Date (last day benefit payable)of ARD Medicare Benefit (Life=12/01/2099),DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_ARD_FSS1,Start Date of Initial ARD Free Surviving Spouse Benefit,DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_ARD_FSS1,End Date (last day benefit payable) of Initial ARD Free Surviving Spouse Benefit (Life=12/01/2099),DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EED_ARD_FSS1,Eligibility End Date (last day of eligibility) of Initial ARD Free Surviving Spouse Benefit (Life=12/01/2099),DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_ARD_FSS2,Start Date of Secondary ARD Free Surviving Spouse Benefit,DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_ARD_FSS2,End Date (last day benefit payable) of Secondary ARD Free Surviving Spouse Benefit (Life=12/01/2099),DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EED_ARD_FSS2,Eligibility End Date (last day of eligibility) of Secondary ARD Free Surviving Spouse Benefit (Life=12/01/2099),DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_ARD_MED_BENE,Start Date of Beneficiary's ARD Medicare Benefit,DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_ARD_MED_BENE,End Date (last day benefit payable) of Beneficiary's ARD Medicare Benefit (Life=12/01/2099),DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EED_ARD_MED_BENE,Eligibility End Date (last day of eligibility) of Beneficiary's ARD Medicare Benefit (Life=12/01/2099),DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD_OFFSET1,Start Date of 1st Offset,DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_OFFSET1,End Date (last day offset applied) of 1st Offset (Life=12/01/2099),DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD_OFFSET2,Start Date of 2nd Offset,DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_OFFSET2,End Date (last day offset applied) of 2nd Offset (Life=12/01/2099),DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD_OFFSET3,Start Date of 3rd Offset,DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_OFFSET3,End Date (last day offset is applied) of 3rd Offset (Life=12/01/2099),DATE/TIME,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA_ARD_SUPP1,Starting Age Nearest Birthday for 1st ARD Supplement,NUMBER,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA_ARD_SUPP1,Ending Age Nearest Birthday for 1st ARD Supplement (Life=999),NUMBER,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA_ARD_SUPP2,Starting Age Nearest Birthday for 2nd ARD Supplement,NUMBER,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA_ARD_SUPP2,Ending Age Nearest Birthday for 2nd ARD Supplement (Life=999),NUMBER,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA_ARD_SUPP3,Starting Age Nearest Birthday for 3rd ARD Supplement,NUMBER,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA_ARD_SUPP3,Ending Age Nearest Birthday for 3rd ARD Supplement (Life=999),NUMBER,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA_ARD_MED,Starting Age Nearest Birthday for ARD Medicare Benefit,NUMBER,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA_ARD_MED,Ending Age Nearest Birthday for ARD Medicare Benefit (Life=999),NUMBER,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA_ARD_FSS1,Starting Age Nearest Birthday of Initial ARD Free Surviving Spouse Benefit,NUMBER,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA_ARD_FSS1,Ending Age Nearest Birthday of Initial ARD Free Surviving Spouse Benefit (Life=999),NUMBER,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EEA_ARD_FSS1,Eligibility End Age Nearest Birthday of Initial ARD Free Surviving Spouse Benefit (Life=999),NUMBER,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA_ARD_FSS2,Starting Age Nearest Birthday of Secondary ARD Free Surviving Spouse Benefit,NUMBER,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA_ARD_FSS2,Ending Age Nearest Birthday of Secondary ARD Free Surviving Spouse Benefit (Life=999),NUMBER,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EEA_ARD_FSS2,Eligibility End Age Nearest Birthday of Secondary ARD Free Surviving Spouse Benefit (Life=999),NUMBER,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA_ARD_MED_BENE,Starting Age Nearest Birthday of Beneficiary's ARD Medicare Benefit,NUMBER,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA_ARD_MED_BENE,Ending Age Nearest Birthday of Beneficiary's ARD Medicare Benefit (Life=999),NUMBER,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EEA_ARD_MED_BENE,Eligibility End Age Nearest Birthday of Beneficiary's ARD Medicare Benefit (Life=999),NUMBER,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_CODE_S1_ARD,"ARD Benefit Form for 1st Supplement (0=SLA, 1=Same Form as Basic ARD Benefit)",TEXT,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_CODE_S2_ARD,"ARD Benefit Form for 2nd Supplement (0=SLA, 1=Same Form as Basic ARD Benefit)",TEXT,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_CODE_S3_ARD,"ARD Benefit Form for 3rd Supplement (0=SLA, 1=Same Form as Basic ARD Benefit)",TEXT,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_CODE_MED_ARA,"ARD Benefit Form for Medicare Benefit (0=SLA, 1=Same Form as Basic ARD Benefit)",TEXT,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYPOFFSET1,"Type of 1st Offset (Worker's Comp,etc.)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYPOFFSET2,"Type of 2nd Offset (Worker's Comp,etc.)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYPOFFSET3,"Type of 3rd Offset (Worker's Comp,etc.)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARD_SUPP1,1st ARD Supplement,CURRENCY,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARD_SUPP2,2nd ARD Supplement,CURRENCY,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARD_SUPP3,3rd ARD Supplement,CURRENCY,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARD_MED,ARD Medicare Benefit,CURRENCY,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFFSET1,1st ARD Offset,CURRENCY,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFFSET2,2nd ARD Offset,CURRENCY,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFFSET3,3rd ARD Offset,CURRENCY,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARD_FSS1,Initial ARD Free Surviving Spouse Benefit,CURRENCY,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARD_FSS2,Seconfary ARD Free Surviving Spouse Benefit,CURRENCY,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARD_MED_BENE,Beneficiary's ARD Medicare Benefit,CURRENCY,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVFOFFSET1,Present Value Factor for 1st Offset,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVFOFFSET2,Present Value Factor for 2nd Offset,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVFOFFSET3,Present Value Factor for 3rd Offset,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSTOMER_DELETE_FLAG,Deleted record indicator (Y = deleted record).  Note records can only be added or deleted via BCV_Leo.  The system populates this fields when a record is deleted in BCV_Leo.,TEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATABASE_ID,"Unique system generated BCV database ID (in general each case has one database ID but to support the migration effort, the system does allow for more than one database ID for a case)",NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSTOMER_DELETE_FLAG,Deleted record indicator (Y = deleted record).  Note records can only be added or deleted via BCV_Leo.  The system populates this fields when a record is deleted in BCV_Leo.,TEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATABASE_ID,"Unique system generated BCV database ID (in general each case has one database ID but to support the migration effort, the system does allow for more than one database ID for a case)",NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSTOMER_DELETE_FLAG,Deleted record indicator (Y = deleted record).  Note records can only be added or deleted via BCV_Leo.  The system populates this fields when a record is deleted in BCV_Leo.,TEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATABASE_ID,"Unique system generated BCV database ID (in general each case has one database ID but to support the migration effort, the system does allow for more than one database ID for a case)",NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCI,Participant's CUST_ID from Genesis; a unique identifier for the person generated when the person is added to Genesis,NUMBER,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI,Spouse's CUST_ID from Genesis; a unique identifier for the person generated when the person is added to Genesis,NUMBER,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCI,Non-Spouse Beneficiary's CUST_ID from Genesis; a unique identifier for the person generated when the person is added to Genesis,NUMBER,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APCI,Alternate Payee's CUST_ID from Genesis; a unique identifier for the person generated when the person is added to Genesis,NUMBER,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCCI,Participant's CASE_CUST_ID from Genesis; a unique identifier for person + case + role generated when the role is added to Genesi,NUMBER,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCCI,Spouse's CASE_CUST_ID from Genesis; a unique identifier for person + case + role generated when the role is added to Genesi,NUMBER,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCCI,Non-Spouse Beneficiary's CASE_CUST_ID from Genesis; a unique identifier for person + case + role generated when the role is added to Genesi,NUMBER,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APCCI,Alternate Payees CASE_CUST_ID from Genesis; a unique identifier for person + case + role generated when the role is added to Genesi,NUMBER,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY_ID,FAMILY_ID from Genesis; a unique identifier for a family (usually the same as PCCI),NUMBER,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCT,Participant's CUST_TYPE from Genesis; a code identifying the participant's role (usually PP),TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,Spouse's CUST_TYPE from Genesis; a code identifying the spouse's role (usually SP),TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCT,Non-Spouse Beneficiary's CUST_TYPE from Genesis; a code identifying the beneficiary's role (usually BE),TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APCT,Alternate Payee's CUST_TYPE from Genesis; a code identifying the AP's role (usually QD),TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSSN,Non-Spouse Beneficiary's Social Security Number,TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFNAME,Non-Spouse Beneficiary's First Name (do NOT include period for initial),TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMNAME,Non-Spouse Beneficiary's Middle Name (do NOT include period for initial),TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLNAME,Non-Spouse Beneficiary's Last Name,TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BENAME,"Non-Spouse Beneficiary's Extra Name (JR, SR, I, II, III, etc - do NOT include periods) ",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRELATION,"Code for relationship of beneficiary to participant (e.g. SO - Son, DA, Daughter, etc.) ",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSEX,"Non-Spouse Beneficiary's Gender (M=Male, F=Female, U=Unknown) ",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDOB,Non-Spouse Beneficiary's Date of Birth,DATE/TIME,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDOD,Non-Spouse Beneficiary's Date of Death,DATE/TIME,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NON_SPOUSE_BENF,"Non-Spouse Joint Life Beneficiary Indicator (Y=Yes, N=No) - BSRS Sets to 'Y' When Non-Spouse Beneficiary",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APSSN,Alternate Payee's Social Security Number,TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APFNAME,Alternate Payee's First Name (do NOT include period for initial),TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APMNAME,Alternate Payee's Middle Name (do NOT include period for initial),TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APLNAME,form_co,TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APENAME,"Alternate Payee's Extra Name (JR, SR, I, II, III, etc - do NOT include periods) ",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APSEX,"Alternate Payee's Gender (M=Male, F=Female, U=Unknown) ",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APDOB,Alternate Payee's Date of Birth,DATE/TIME,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APDOD,Alternate Payee's Date of Death,DATE/TIME,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_VAL_IND,"Alternate Payee Included in Valuation Population (Y=Yes, N=No)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QDRO_INDICATOR,"QDRO Indicator (Y=Yes, N=No)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QDRO_TYPE,"QDRO Type (SH=Shared, SI=Separate Interest)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QDRO_SUB_TYPE,"QDRO Sub-Type (F=Fixed Dollar, P=Percentage)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_FIXED_AMT,QDRO Fixed Dollar Amount to Alternate Payee,CURRENCY,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_PERCENT,QDRO Percentage to Alternate Payee (50% x marital fraction of 10/20 = 0.25),NUMBER,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBGC_AP_PERCENT,PBGC Alternate Payee Percentage for Calculations,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP_REQ_DOR,Alternate Payee ARD Required by QDRO,DATE/TIME,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMB_SPLIT_DATE,Accrued Monthly Benefit at QDRO Split Date,CURRENCY,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ER_SUBSIDY_IND,"Early Retirement Subsidy Indicator for Alternate Payee (Y=Yes, N=No)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QDRO_SPLIT_DATE,QDRO Accrued Benefit Split Date,DATE/TIME,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QDRO_PROV_DATE,QDRO Final Provision Date (effective date of that provision before QDRO_SPLIT_DATE),DATE/TIME,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALC_INDICATOR,"Calculation Indicator (V=Valuation, R=Recalculation) - BSRS Sets to 'R' When Running a Recalculation",TEXT,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANNUITY_TYPE,"Annuity Type Indicator (0=Plan NSF for Participants or Plan QPSA Form for QPSA Beneficiaries, 1=Plan NMF, 2=Plan Optional Form, 3=PBGC Optional Form - Used by BSRS to Identify PBGC Optional joint life annuities)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QPSA_INDICATOR,"QPSA Calculation Indicator (Y=Yes, N=No) - BSRS Sets to 'Y' When Participant Died Before Retiring",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFA_INDICATOR,"PBGC Optional Forms of Annuity Output Indicator (Y=Yes, N=No) (Analogous to BR_IND and BS_IND) - Used by BSRS to Control PBGC Optional Forms Output",TEXT,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPLOYEE_CODE1,"Employee Code 1 (Hourly, Salary, Canton, Buffulo, etc.)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPLOYEE_CODE1_DESC,"Employee Code 1 Description (Type, Location, etc.)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPLOYEE_CODE2,"Employee Code 2 (Hourly, Salary, Canton, Buffulo, etc.)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPLOYEE_CODE2_DESC,"Employee Code 2 Description (Type, Location, etc.)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPLOYEE_CODE3,"Employee Code 3 (Hourly, Salary, Canton, Buffulo, etc.)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPLOYEE_CODE3_DESC,"Employee Code 3 Description (Type, Location, etc.)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPLOYEE_CODE4,"Employee Code 4 (Hourly, Salary, Canton, Buffulo, etc.)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPLOYEE_CODE4_DESC,"Employee Code 4 Description (Type, Location, etc.)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPLOYEE_CODE5,"Employee Code 5 (Hourly, Salary, Canton, Buffulo, etc.)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPLOYEE_CODE5_DESC,"Employee Code 5 Description (Type, Location, etc.)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
